company_name,website,sector,contact_name,email,phone,linkedin,location,employee_count,source,ai_score,ai_reason,tag,google_rating
Reclaimbody Pilates,http://www.reclaimbodypilates.com/,Pilates Studio,,,07756 969755,,"Rowledge, Farnham GU10 4DH, UK",,Google Places,8,Small pilates studio suitable for client-facing wellness practices,wellness,5/5 (5 reviews),ChIJFUeMNP4tdEgRJ9EN5MKSiJU,Farnham
These Women Move,http://thesewomenmove.co.uk/,Fitness & Wellness,,sophia@thesewomenmove.co.uk,07500 339399,,"Frensham Rd, Farnham GU9 8HA, UK",,Google Places,5,Fitness-focused business that may not fully utilize the clinical space,wellness,5/5 (10 reviews),ChIJR9QtnwMtdEgR7OfuFds-1ws,Farnham
Overture Pilates,,Pilates studio,,,07780 195848,,"22 Trinity Fields, Farnham GU9 0SB, UK",,Google Places,8,Suitable for small group classes and client-facing wellness practices,wellness,5/5 (3 reviews),ChIJaY4caFssdEgRq05ksisgNQc,Farnham
Eden Pilates Limited,,Pilates,,,07501 593097,,"The Sands, Farnham GU10 1PX, UK",,Google Places,8,Small pilates studio suitable for client-facing wellness practices,wellness,5/5 (2 reviews),ChIJg9EU0dvTdUgR4bgmumyV9QY,Farnham
Fiona Carle Pilates,http://www.fionacarlepilates.co.uk/,Physiotherapy,,,07979 916315,,"Wrecclesham, Farnham GU10 4TH, UK",,Google Places,9,"Physiotherapy practice fits well in a small, professional space for client-facing health services.",wellness,5/5 (2 reviews),ChIJ6aOOXlotdEgRpeMs0HAjIOE,Farnham
1-1 Pilates Farnham,,Pilates,,,07402 427975,,"16 Abbot's Ride, Farnham GU9 8HY, UK",,Google Places,7,Suitable for small group classes but may outgrow the space,wellness,5/5 (1 reviews),ChIJWbPkTBItdEgRBOGE7qDt5ek,Farnham
Meditation & Yoga with Victoria,http://www.victoriameditationyoga.com/,Yoga Studio,,,07816 842726,,"12 Marston Rd, Farnham GU9 7BN, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (13 reviews),ChIJ-XzHVDktdEgRlenqkX12dRs,Farnham
Yo Farnham,http://www.yofarnham.com/,Yoga Studio,,,07801 931412,,"Wrecclesham, Farnham GU10 4PA, UK",,Google Places,9,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (20 reviews),ChIJeXDuHLQtdEgRWFlnhgz5usM,Farnham
CYC:D,https://cyc-d.co.uk/,Fitness & Wellness,,,01252 417120,,"East St, Farnham GU9 7RX, UK",,Google Places,3,Focus on fitness suggests a low fit for clinical space,wellness,5/5 (24 reviews),ChIJ46O0bhctdEgRsnsrYg9ha50,Farnham
Lotus Yoga and Sound Baths,https://www.lotusyogaandsoundbaths.co.uk/,Yoga and wellness,,,07810 822544,,"West St, Farnham GU9 7DR, UK",,Google Places,7,Yoga studio fits well for small group classes in a professional setting.,wellness,,ChIJ8107WZ4tdEgReb4NCC-7ON8,Farnham
Pinewood Yoga,https://pinewood.yoga/,Yoga,,,,,"The Sands, Farnham GU10 1QE, UK",,Google Places,8,Small yoga studio fits well in a quiet professional space,wellness,5/5 (5 reviews),ChIJRxvsySUtdEgRBu45iekecuM,Farnham
Linda Stephens Wellbeing,https://www.lindastephenswellbeing.com/,Yoga Studio,,linda@lindastephenswellbeing.com,07565 916415,,"Tilford Rd, Farnham GU9 8HX, UK",,Google Places,8,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (23 reviews),ChIJ9SRwrhwtdEgRJCFXFCov5cE,Farnham
Lazy Tortoise Yoga,https://www.lazytortoiseyoga.com/,Yoga Studio,,,,,"Badshot Lea, Farnham GU9 9LY, UK",,Google Places,7,Small yoga studio suitable for client-facing wellness practices,wellness,5/5 (2 reviews),ChIJESpJ3pTTdUgRxzPxloEMtik,Farnham
FarnhamLoveYoga Studio,http://www.farnhamloveyoga.com/,Yoga Studio,,,07735 296420,,"58 Greenhill Way, Farnham GU9 8SZ, UK",,Google Places,7,"Suitable for small group classes, but may outgrow the space",wellness,,ChIJ4wmvnb0tdEgR-t5jGnx-C5I,Farnham
In2Training Farnham,https://in2training.fit/,Fitness & Wellness,,,07399 613720,,"1-3 East St, Farnham GU9 7SX, UK",,Google Places,3,Focus on fitness may not align with the clinical space requirements.,wellness,4.7/5 (74 reviews),ChIJqysoCAItdEgRVw9KQD--s9M,Farnham
Busylizzy Farnham,,Fitness & Wellness,,,01252 756316,,"Folly Hill, Farnham GU9 0AU, UK",,Google Places,4,"Large fitness-focused business may not fit the small, professional space",wellness,5/5 (3 reviews),ChIJ3V8IOOstdEgRvNDrk7nP02w,Farnham
Sports Massage and Yoga Farnham,http://sportsmassageandyogafarnham.co.uk/,Massage Therapy,,william@sportsmassageandyogafarnham.co.uk,07989 500278,https://www.linkedin.com/in/william-lane-716442117/,"56 Park Rd, Aldershot GU11 3PX, UK",,Google Places,9,Massage therapy is a client-facing wellness practice that fits well in a professional space.,wellness,5/5 (35 reviews),ChIJyTRGYMAtdEgRQEXTg5mgLDY,Farnham
Farnham Leisure Centre,https://www.everyoneactive.com/centre/farnham-leisure-centre/,Fitness & Wellness,,,01252 723208,,"Dogflud Way, Farnham GU9 7UD, UK",,Google Places,1,Large gym chain not suitable for small professional space,wellness,4.1/5 (467 reviews),ChIJWyyhNgAtdEgREWQ-gPhU36s,Farnham
Jo Ellis - The Studio and Treatment Room,https://www.joellis.co.uk/,Fitness & Wellness,,jo@joellis.co.uk,07889 237235,,"Middle Bourne Ln, Farnham GU10 3NJ, UK",,Google Places,5,"Fitness and wellness focus, but may not fit clinical space requirements.",wellness,5/5 (7 reviews),ChIJI4xrb0ItdEgRqDVSsvHLutM,Farnham
Surrey Hen Yoga,,Yoga,,,07508 729415,,"Lion and Lamb Way, Farnham GU9 7PY, UK",,Google Places,6,Suitable for wellness classes but may outgrow the space,wellness,,ChIJtZVJNwwtdEgRxqRJj_IxKq8,Farnham
Harmony Thérapie,http://www.harmonytherapie.com/,Wellness,,,07821 293633,,"Dogflud Way, Farnham GU9 7UD, UK",,Google Places,6,Wellness-focused but may not require a clinical space,wellness,5/5 (61 reviews),ChIJ3-qPuO0tdEgRlHjo2zA0xBE,Farnham
Relax and Revitalise,http://www.relaxandrevitalise.co.uk/,Massage Therapy,,,07765 714576,,"Upper Hale, Farnham GU9 0HY, UK",,Google Places,9,Ideal for client-facing massage therapy in a professional setting,wellness,5/5 (23 reviews),ChIJ8aqFmurUdUgRXLlab50Scw4,Farnham
Farnham Natural Therapy,https://farnhamnaturaltherapy.co.uk/,Massage Therapy,,,07866 141353,,"1 Waverley Ln, Farnham GU9 8BB, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.7/5 (15 reviews),ChIJ4dfbLqotdEgRPIEnOMCzq-U,Farnham
Lotus Moon,https://www.lotusmoon.co.uk/,Massage Therapy,,,07919 045500,,"11 Bullers Rd, Farnham GU9 9EW, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (7 reviews),ChIJB-37SQotdEgR_lVO4jgq8mY,Farnham
Aromatherapy Works,http://aromatherapyworksfarnham.co.uk/,Massage Therapy,,,01252 727619,,"Lower Bourne, Farnham GU10 3RD, UK",,Google Places,9,Massage therapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (40 reviews),ChIJQ7RfwxItdEgRZ0lxz1MXjzk,Farnham
Sue Masters Holistic and Well-being,http://www.suemasters.co.uk/,Holistic Health,,,07876 353423,,"30 East St, Farnham GU9 7SW, UK",,Google Places,9,Holistic health practitioner suitable for client-facing wellness practices,wellness,5/5 (21 reviews),ChIJIzs9rVMtdEgRc9TWRQCv6DM,Farnham
Charlotte Emily Massage Therapy,http://www.charlotte-emily-massagetherapy.co.uk/,Massage Therapy,,,01252 719212,,"25 Lion and Lamb Yard, Farnham GU9 7LL, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (1 reviews),ChIJ7UnIqwk3dEgRMhpH3-oIx6g,Farnham
EF Sport Therapies,http://www.efsporttherapies.co.uk/,Massage Therapists,,,07537 103313,,"Monkton Ln, Farnham GU9 9ND, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.9/5 (29 reviews),ChIJIdv02XstdEgRTW8HFuQCGCk,Farnham
Holly Cottage Beauty,http://www.hollycottagebeauty.com/,Massage Therapy,,,07824 886209,,"Badshot Lea, Farnham GU9 9LU, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (100 reviews),ChIJLZHkKsktdEgRzX-hLG4k_pk,Farnham
Olive Tree Wellness,http://olivetreewellness.co.uk/,Massage Therapy,,,07811 046266,,"Rowledge, Farnham GU10 4AT, UK",,Google Places,9,Ideal for client-facing massage therapy services in a professional setting.,wellness,5/5 (3 reviews),ChIJ59JVj2UtdEgRqmVGmpHYQEE,Farnham
Embellished Skincare & Massage therapy,http://www.embellished-beauty.co.uk/,Massage therapy,,,07746 617331,,"34 Bullers Rd, Farnham GU9 9EP, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,4.8/5 (38 reviews),ChIJ3ScYCe8sdEgRSrD_XkFVsCg,Farnham
KC Health & Beauty,https://www.kchealthandbeauty.co.uk/,Massage Therapy,,,07736 378327,,"Wrecclesham, Farnham GU9 8SF, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,5/5 (57 reviews),ChIJaXTxiMotdEgR4uHBUPYMI9Y,Farnham
Farnham Acupuncture and Wellness,https://www.farnhamacupuncture.co.uk/,Massage Therapy,,,,,"Lower Bourne, Farnham GU10 3PW, UK",,Google Places,9,Ideal for client-facing health/wellness practices with a focus on massage therapy.,wellness,5/5 (5 reviews),ChIJ20ue-3ItdEgRJz0db7GG-eM,Farnham
Sarah Paton Acupuncture,https://www.sarahpatonacupuncture.co.uk/,Acupuncture,,,07910 347575,,"Lower Bourne, Farnham GU10 3QA, UK",,Google Places,9,"Acupuncture requires a quiet, professional space for client consultations and treatments.",wellness,5/5 (1 reviews),ChIJRw75rHYtdEgROYCjYpvY_r4,Farnham
Jana Lewis Acupuncture,https://acupuncturefarnham.co.uk/,Acupuncture,,,07977 358577,,"4 St Georges, Farnham GU9 7LW, UK",,Google Places,9,"Acupuncture requires a quiet, professional space for client consultations and treatments.",wellness,5/5 (1 reviews),ChIJ3wHKFgAtdEgRp7WsQMgVE3c,Farnham
Ian Stones Acupuncture,,Acupuncture,,,01252 726110,,"The Wellbeing Space - Yoga, Pilates & Massage | Farnham | GU9, Lion and Lamb Way",,Google Places,9,"Acupuncture requires a quiet, professional space for client consultations and treatments.",wellness,5/5 (5 reviews),ChIJs4N6cgAtdEgR4rEZhgEYjRI,Farnham
Temperley Acupuncture : The Woman & Child Clinic,http://www.temperleyacupuncture.com/,Acupuncture,,E. elizabeth@temperleyacupuncture.com,07976 899336,,"Tongham, Farnham GU10 1FT, UK",,Google Places,9,Acupuncture is a client-facing health practice that fits well in a professional space.,wellness,5/5 (31 reviews),ChIJiaTQHx51dkgRCm6i3Wz-UeQ,Farnham
Adam's Holistic HealthCare,https://www.adamsholistichealth.co.uk/,Massage Therapy,,,01252 596678,,"1 Waverley Ln, Farnham GU9 8BB, UK",,Google Places,9,Ideal for client-facing wellness practice with a focus on massage therapy,wellness,5/5 (10 reviews),ChIJ0Y9OTLPUdUgRqADmYfN8yrw,Farnham
"Michael Ng, Acupuncture",http://www.energi-workshops.co.uk/,Acupuncture,,,01252 794353,,"Wrecclesham, Farnham GU10 4TT, UK",,Google Places,9,Acupuncture is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (1 reviews),ChIJ219u_I0tdEgRXKxsnv_X_24,Farnham
Farnham Acupuncture with Sue Kalicinska,http://www.acupuncture-farnham.co.uk/,Acupuncture,,,07768 322795,,"Seale, Farnham GU10 1HR, UK",,Google Places,9,Acupuncture is a client-facing health practice that fits well in a professional space.,wellness,,ChIJmVaZLqotdEgRwmKGxUmU_J8,Farnham
Jon Walsh Acupuncture BsC Hons MBAcC,,Acupuncture,,,07432 539327,,"30 East St, Farnham GU9 7SW, UK",,Google Places,9,"Acupuncture requires a quiet, professional space for client treatments.",wellness,,ChIJBzOEbQAtdEgR3FqJEnT-e1Q,Farnham
Calm Space Wellbeing - Life Coach & Holistic Therapies,https://calmspacewellbeing.co.uk/,Holistic health practitioners,,,07511 506549,,"16 Stockwood Way, Farnham GU9 9TE, UK",,Google Places,8,Suitable for client-facing wellness practices and massage therapy,wellness,5/5 (35 reviews),ChIJO-zJM6AtdEgRcM1LpqX1YwE,Farnham
Honryu Studio - Holistic Health in Farnham,http://honryustudio.co/,Holistic Health,,,07515 392951,,"Lion and Lamb Way, Farnham GU9 7PY, UK",,Google Places,9,"Holistic health practices fit well in a small, professional space for client-facing services.",wellness,5/5 (2 reviews),ChIJndGf0BAtdEgRpoVUpZ4ofwg,Farnham
Alina Holistic Health Clinic & Training,https://www.alinaholistichealth.co.uk/,Holistic health,,,07479 822849,,"Blacknest Rd, Alton GU34 4QB, UK",,Google Places,9,"Holistic health practices are well-suited for a small, professional space.",wellness,5/5 (39 reviews),ChIJSVhEk-0xdEgRddG3JsG82m8,Farnham
Seale Natural Health,http://www.sealenaturalhealth.co.uk/,Health & Wellness,,,01252 246824,https://www.linkedin.com/in/seale-natural-health-b298a7127/,"Seale, Farnham GU10 1HR, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,5/5 (3 reviews),ChIJE4ZsbRzTdUgRV_rEGar4Es8,Farnham
Tina Gardiner Therapies,http://tinagardinertherapies.com/,Health & Wellness,,,07595 765439,,"11 Bethel Cl, Farnham GU9 0PZ, UK",,Google Places,9,"Tina Gardiner Therapies fits well as a client-facing health and wellness practice, suitable for the quiet, professional environment of Unit 8.",wellness,,ChIJGwOuzfYsdEgR0XFriLP-eoA,Farnham
Healing Tree Holistics,https://healingtreeholistics.co.uk/,Holistic health practitioners,,,,,"132 Lower Farnham Rd, Aldershot GU12 4EJ",,Google Places,8,Suitable for holistic health practices in a professional space,wellness,5/5 (85 reviews),ChIJMxMHaGfTdUgRTBXd1VbPWrE,Farnham
Colour Energy Works,http://www.colourenergyworks.co.uk/,Massage Therapy,,,07889 200061,,"Tilford, Farnham GU10 2BX, UK",,Google Places,9,"Massage therapy requires a quiet, professional space for client sessions.",wellness,,ChIJWdAU-lAtdEgRbYkbsWbkujA,Farnham
Samantha Maliphant Holistic Therapies,http://www.samanthamaliphant.com/,Massage Therapists,,,07738 394682,,"Standford, Bordon GU35 8RB, UK",,Google Places,9,Ideal for client-facing wellness practice with a focus on massage therapy.,wellness,4.9/5 (19 reviews),ChIJ1ZdBtFoxdEgRbSbiLV10snM,Farnham
Natalie Delahaye Hypnotherapy,http://nataliedelahayehypnotherapy.co.uk/,Hypnotherapy,,,07896 229465,,"30 East St, Farnham GU9 7SW, UK",,Google Places,9,Suitable for client-facing health/wellness practices in a quiet space.,wellness,5/5 (5 reviews),ChIJsdi5ISUtdEgRQM06zbbmG4Y,Farnham
Wellness and Wisdom Holistic Therapy,https://julieswellnessandwisdom.com/,Holistic Health,,infojh.wellness@gmail.com,07966 459188,,"Kingsley, Bordon GU35 0YG, UK",,Google Places,9,"Holistic health practitioners fit well in a small, professional space for client-facing practices.",wellness,5/5 (17 reviews),ChIJ3WDUEXhEGkARukKkAoVqvDk,Farnham
The Burrow Farnham,https://theburrowfarnham.co.uk/,Health & Wellness,,hello@theburrowfarnham.co.uk,07775 753781,,"The Reeds Rd, Farnham GU10 3BP, UK",,Google Places,6,Wellness-focused but may be larger than the space can accommodate,wellness,5/5 (23 reviews),ChIJEQWLHZAtdEgRRr1csFHcaCc,Farnham
Real Health and Wellness,http://www.realhealthandwellness.com/,Health & Wellness,,,07534 350832,,"South St, Farnham GU9 7QU, UK",,Google Places,6,Wellness-focused but may not require clinical space,wellness,5/5 (15 reviews),ChIJ6f5BAN0tdEgRkOagqtdBJ0Y,Farnham
Revive Skin and Wellness,,Health & Wellness,,,07455 630286,,"23 East St, Farnham GU9 7SD, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,,ChIJpeJ4HEstdEgRy_2s-chZ3so,Farnham
Carolyn Wood Hypnotherapy,http://www.carolynwoodhypno.com/,Hypnotherapy,,,07949 594183,,"2 Great Austins, Farnham GU9 8JG, UK",,Google Places,9,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (7 reviews),ChIJKfJ3o7UtdEgRwNMDSK5t-OE,Farnham
Juliet Hollingsworth Hypnotherapy,https://juliethollingsworth.com/,Hypnotherapy,,hypnotherapy@juliethollingsworth.com,07775 753781,,"12 Brooklands Rd, Farnham GU9 9BP, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (7 reviews),ChIJzwC9_fEsdEgRov5xiAgFB7M,Farnham
Hypnohealth,,Hypnotherapy,,,07484 703226,,"30 East St, Farnham GU9 7SW, UK",,Google Places,8,Suitable for client-facing health and wellness practices,wellness,5/5 (1 reviews),ChIJBzOEbQAtdEgRTuhFv25l-Po,Farnham
Satori Hypnotherapy,http://www.satorihypnotherapy.co.uk/,Hypnotherapy,,,07399 212178,,"41 St James' Ave, Farnham GU9 9QF, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (3 reviews),ChIJ-X1lvZwtdEgRrBCqWSv4WyE,Farnham
Release Hypnotherapy,http://www.releasehypnotherapy.com/,Hypnotherapy,,,01252 687260,,"Heath Ln, Farnham GU9 0PR, UK",,Google Places,9,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (8 reviews),ChIJC_k7yPUsdEgR3CtyHdPECLk,Farnham
Dove House Hypnotherapy,http://www.dovehousehypnotherapy.com/,Hypnotherapy,,,07715 174286,,"22 Byworth Rd, Farnham GU9 7BT, UK",,Google Places,8,"Hypnotherapy is a client-facing health practice that fits well in a professional, quiet space.",wellness,,ChIJ16X39bYtdEgRiXWPXNHPvxI,Farnham
Mindset Clinical Hypnotherapy & BWRT,https://www.mindsethypnotherapy.co.uk/,Hypnotherapy,,,07548 772834,,"Runfold, Farnham GU10 1PH, UK",,Google Places,9,Suitable for client-facing health/wellness practices in a professional space.,wellness,4.7/5 (6 reviews),ChIJL4VIkD7TdUgRklnONRzUYTc,Farnham
Laura Savell Hypnotherapy,https://www.laurasavellhypnotherapy.co.uk/,Hypnotherapy,,,07739 733001,,"Crondall, Farnham GU10 5QQ, UK",,Google Places,8,Hypnotherapy is a client-facing health practice that fits well in a professional and quiet space.,wellness,5/5 (7 reviews),ChIJV7hKQ7svdEgRzgSTsg8qH7M,Farnham
Surrey Hypnotherapy Centre,,Hypnotherapy,,,07834 206593,,"Aldershot, Farnham GU9 7SW, UK",,Google Places,9,"Hypnotherapy is a client-facing health practice that fits well in a professional, quiet space.",wellness,5/5 (1 reviews),ChIJ_xEQo0rTdUgRJTSJBdyt8NU,Farnham
Shona Hypnotherapy,https://shonahypnotherapy.com/,Hypnotherapy,,,07748 962042,,"Hazell Rd, Farnham GU9 7BW, UK",,Google Places,9,"Hypnotherapy is a client-facing health practice that fits well in a professional, quiet space.",wellness,,ChIJWzQHBH0tdEgR3nUgl5P8C80,Farnham
Carolyn Baynes,https://www.carolynbaynes.co.uk/,Health & Wellness,,,07946 153054,,"36 Tilford Rd, Farnham GU9 8DL, UK",,Google Places,8,Health & wellness practices are suitable for client-facing spaces,wellness,,ChIJzWCtINAtdEgRrPJhCW3iW3U,Farnham
Thought Potential,,Health & Wellness,,,07885 739749,,"111 West St, Farnham GU9 7HH, UK",,Google Places,6,Wellness-focused but may be larger than the space allows,wellness,,ChIJ-S7a86stdEgRrUPLpB2u_5U,Farnham
Higson Hypnotherapy,http://www.h3hairandbeauty.co.uk/,Hypnotherapy,,debbie@h3hairandbeauty.co.uk,07957 300640,,"Tongham, Farnham GU10 1DU, UK",,Google Places,8,"Hypnotherapy is a client-facing health practice suitable for a quiet, professional space.",wellness,5/5 (2 reviews),ChIJQSxpUxDTdUgRzbxqQZNXb_M,Farnham
Mind Matters Hypnotherapy,,Hypnotherapy,,,01252 820414,,"20 Firgrove Hill, Farnham GU9 8LQ, UK",,Google Places,9,Suitable for client-facing health/wellness practice in a quiet space,wellness,,ChIJ8w3KAKgtdEgRYhWFUA4nl4U,Farnham
Hypnobirthing Farnham,http://www.fertility2birth.com/hypnobirthing-farnham-surrey-hampshire/,Hypnobirthing,,hypnotherapy@juliethollingsworth.com,01252 415109,,"12 Brooklands Rd, Farnham GU9 9BP, UK",,Google Places,7,Suitable for client-facing wellness practices but may require space for group sessions.,wellness,,ChIJu7Z6_vEsdEgRYEoRyvCqlII,Farnham
David J F Bertram,https://www.davidbertram.co.uk/,Health & Wellness,,davidbertram@mac.com,07967 543637,,"33 Boxalls Ln, Aldershot GU11 3QW, UK",,Google Places,6,Potentially suitable for wellness services but may require more space depending on the specific offerings.,wellness,5/5 (5 reviews),ChIJW5rvGMcsdEgR_PJTVkkdtTI,Farnham
Ash Hypnotherapy Centre,http://www.ashhypnotherapy.co.uk/,Hypnotherapy,,petataylor1412@icloud.com,07932 589423,,"Ash, Aldershot GU12 6RD, UK",,Google Places,9,Hypnotherapy is a client-facing health practice suitable for a professional space.,wellness,5/5 (7 reviews),ChIJ4QUwdRzTdUgRZk94scxEJeI,Farnham
Karen Chipperfield Hypnotherapy,,Hypnotherapy,,,07713 582326,,"Frensham, Farnham GU10 3EQ, UK",,Google Places,8,"Hypnotherapy is a client-facing health practice that fits well in a professional, quiet space.",wellness,,ChIJ9fHsd3sydEgRcqWduEAfbSY,Farnham
Nutrition by Lizzy,http://www.nutritionbylizzy.com/,Nutrition,,lizzy@nutritionbylizzy.com,,,"2-3 West St, Farnham GU9 7DN, UK",,Google Places,6,Currently home-based looking to upgrade to a professional space,wellness,5/5 (1 reviews),ChIJH3_JNGUtdEgR9sfAnVLsxQY,Farnham
"Sarah Brown, BSc, dipION, mBANT",http://goodfoodworks.co.uk/,Nutritionist,,,020 3239 0887,,"25 Lion and Lamb Way, Farnham GU9 7LL, UK",,Google Places,6,Currently home-based looking to upgrade,wellness,,ChIJoWefjqstdEgRzglRqqMYPew,Farnham
Nutrition,,Nutrition,,,,,"South St, Farnham GU9 7DN, UK",,Google Places,6,Currently home-based looking to upgrade,wellness,,ChIJVVVZ6astdEgRL24c9bENHQ4,Farnham
Nutrisence,,Nutritionists or wellness coaches,,,,,"25 Lion and Lamb Yard, Farnham GU9 7LL, UK",,Google Places,6,"Wellness coaching may fit, but potential for outgrowing the space.",wellness,,ChIJKdXDZIctdEgRwGiMgjTpiNI,Farnham
Jacqui Mayes Nutritional Therapy,,Nutrition,,,07710 098280,,"Crondall, Farnham GU10 5QQ, UK",,Google Places,6,Currently home-based looking to upgrade to a professional space,wellness,5/5 (1 reviews),ChIJodc6_zsudEgRmEV_uzR1v9c,Farnham
Mind Fuel Nutrition,https://www.mindfuelnutrition.co.uk/,Nutrition and Wellness Coaching,,,,,"2 Tilford Rd, Farnham GU9 8DL, UK",,Google Places,6,Wellness coaching fits well but may require more space for growth.,wellness,,ChIJ4V-BN8EtdEgRqwK3rm7rCTM,Farnham
Life Force Nutrition,https://lifeforcenutrition.co.uk/,Nutrition,,,07881 915537,,"Church Crookham, Fleet GU52 8JY, UK",,Google Places,6,Currently home-based looking to upgrade to a professional space,wellness,5/5 (1 reviews),ChIJ2-2GogAsdEgRAKQhaINXzLk,Farnham
The Strugar Centre,http://strugarcentre.com/,Health & Wellness,,admin@thestrugarcentre.co.uk,07711 584796,https://www.linkedin.com/in/mary-strugar-61b1b114/,"10 Beavers Rd, Farnham GU9 7FY, UK",,Google Places,7,"Wellness-focused business that may fit well in a professional space, but could be larger than Unit 8",wellness,,ChIJIygKd1AsdEgR_zRPirpfGqc,Farnham
Polly Powell - Lactation Consultant and Tongue Tie Division.,https://www.polly-powell.co.uk/?utm_source=google&utm_medium=gbp&utm_campaign=local,Lactation Consultant,,polly.l.powell@gmail.com,07989 341847,,"Edward Rd, Farnham GU9 8NP, UK",,Google Places,9,Lactation consulting is a client-facing health practice that fits well in a professional space.,wellness,5/5 (206 reviews),ChIJo0z-cWAtdEgR16urUwQQvNw,Farnham
My Healthy Habits Coach,https://myhealthyhabitscoaching.com/,Wellness Coaching,,,076 610 7601,,"Crondall, Farnham GU10 5AW, UK",,Google Places,6,"Wellness coaching fits well, but may not fully utilize clinical space.",wellness,5/5 (10 reviews),ChIJ-ZCFolUtdEgRaQrsAF3Sqv4,Farnham
Ed Fit in Farnham,https://ed-fit.com/,Health & Wellness,,,07415 408812,,"12 Upper Church Ln, Farnham GU9 7PW, UK",,Google Places,5,Currently home-based looking to upgrade to a professional space.,wellness,4.9/5 (22 reviews),ChIJ5e4CehktdEgRnzXTcXfcIXY,Farnham
KP Nutrition,http://www.kp-nutrition.com/,Nutrition,,,,,"Odiham, Hook RG29 1QD, UK",,Google Places,6,Currently home-based looking to upgrade,wellness,5/5 (52 reviews),ChIJzzM6RIkldEgRDkC_Md6KlIk,Farnham
Hillview Physiotherapy & Sports Injuries Clinic,https://www.hillviewphysio.com/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Physiotherapy,,,01483 694140,,"6 White Rose Ln, Woking GU22 7BL, UK",,Google Places,9,"Physiotherapy requires clinical space, which Unit 8 provides.",clinic-target,4.9/5 (107 reviews),ChIJmTJEFSbYdUgR4HYHwHT3G10,Woking
Synergy Physiotherapy Woking,http://www.synergyphysio.co.uk/?utm_source=google&utm_medium=organic&utm_campaign=gmb,Physiotherapy,,,01483 802715,,"St John's, Woking GU21 7SE, UK",,Google Places,9,"Physiotherapy requires clinical space, which Unit 8 provides.",clinic-target,4.8/5 (110 reviews),ChIJu4jf_KTXdUgRwupxMgpBESE,Woking
Sidi Physio,http://www.sidi-physio.co.uk/,Physiotherapy,,admin@sidi-physio.co.uk,01932 566893,,"College Ln, Woking GU22 0EW, UK",,Google Places,9,"Physiotherapy requires a clinical space for client treatment, making it highly suitable.",clinic-target,4.9/5 (26 reviews),ChIJl3aMaPh2dkgRoEQT_uDr0-w,Woking
The Caring Physio - Home Visit Physiotherapy,http://www.thecaringphysio.co.uk/,Physiotherapy,,,01483 323453,,"Steward House, Woking GU21 6ET, UK",,Google Places,5,Home visit model suggests potential need for a clinical space but may not fully utilize Unit 8.,clinic-target,5/5 (9 reviews),ChIJZX7TtprZdUgRi3MTtVB78Cc,Woking
MSO Physio - Woking Sportsbox,https://msophysio.com/,Physiotherapy,,,020 8254 2150,,"Woking SportsBox, Egley Rd",,Google Places,9,"Physiotherapy requires a clinical space, making it highly suitable for Unit 8.",clinic-target,5/5 (7 reviews),ChIJNaijqL3XdUgRdNgW-RZ8aeM,Woking
Re:fit,https://www.re-fit.co.uk/,Fitness & Wellness,,info@re-fit.co.uk,07876 751010,,"7 York Rd, Woking GU22 7XH, UK",,Google Places,4,Focus on fitness may not align with clinical space needs,wellness,5/5 (2 reviews),ChIJWRVtG5YHdkgR3-WzQ3ONouQ,Woking
Trinity Physiotherapy Ltd,http://www.trinityphysiotherapy.co.uk/,Physiotherapy,,,0800 086 2846,,"177 High St, Old Woking, Woking GU22 9JH",,Google Places,9,"Physiotherapy requires a clinical space, making it highly suitable for Unit 8.",clinic-target,5/5 (11 reviews),ChIJ8zFcQvXZdUgRIuoe4AUSP4M,Woking
The Surrey Osteopaths - Woking Clinic,https://www.thesurreyosteopaths.com/,Physiotherapy,,,01483 342580,,"Woking Leisure Centre, Kingfield Road",,Google Places,9,Requires clinical space for physiotherapy services,clinic-target,5/5 (13 reviews),ChIJz2qDSSnYdUgRREyorsElJH0,Woking
